,medianHouseValue
13524,81300.0
13525,77200.0
13526,272300.0
13527,157300.0
13528,500001.0
13529,233000.0
13530,351600.0
13531,70700.0
13532,189900.0
13533,256200.0
13534,467600.0
13535,93200.0
13536,266000.0
13537,304700.0
13538,284000.0
13539,320000.0
13540,196400.0
13541,158900.0
13542,155000.0
13543,208500.0
13544,88900.0
13545,141200.0
13546,238700.0
13547,288300.0
13548,322600.0
13549,164400.0
13550,126800.0
13551,230800.0
13552,75800.0
13553,144600.0
13554,225900.0
13555,229800.0
13556,61200.0
13557,165600.0
13558,200000.0
13559,142600.0
13560,350000.0
13561,190800.0
13562,92600.0
13563,337000.0
13564,364000.0
13565,120800.0
13566,152800.0
13567,88300.0
13568,225900.0
13569,51200.0
13570,68400.0
13571,208700.0
13572,62500.0
13573,288000.0
13574,59000.0
13575,418600.0
13576,62000.0
13577,500001.0
13578,87500.0
13579,152900.0
13580,151200.0
13581,262500.0
13582,259900.0
13583,500001.0
13584,391800.0
13585,204700.0
13586,219000.0
13587,500001.0
13588,238300.0
13589,137500.0
13590,159300.0
13591,87100.0
13592,500001.0
13593,125400.0
13594,208800.0
13595,500001.0
13596,174600.0
13597,154200.0
13598,66100.0
13599,397400.0
13600,323100.0
13601,246400.0
13602,257300.0
13603,100500.0
13604,236900.0
13605,88600.0
13606,363200.0
13607,82400.0
13608,286100.0
13609,109600.0
13610,84700.0
13611,179300.0
13612,111600.0
13613,111800.0
13614,500001.0
13615,81100.0
13616,84600.0
13617,87500.0
13618,183500.0
13619,155000.0
13620,72300.0
13621,73400.0
13622,267400.0
13623,234600.0
13624,195000.0
13625,164000.0
13626,221200.0
13627,195000.0
13628,225000.0
13629,135600.0
13630,115300.0
13631,166600.0
13632,127900.0
13633,227700.0
13634,336900.0
13635,182100.0
13636,109500.0
13637,342600.0
13638,169400.0
13639,229100.0
13640,55200.0
13641,90300.0
13642,111400.0
13643,165300.0
13644,263900.0
13645,66400.0
13646,176100.0
13647,86700.0
13648,58200.0
13649,272800.0
13650,207800.0
13651,116800.0
13652,159700.0
13653,140200.0
13654,110400.0
13655,208300.0
13656,60000.0
13657,110000.0
13658,269000.0
13659,188400.0
13660,171000.0
13661,168300.0
13662,94000.0
13663,67000.0
13664,103200.0
13665,162500.0
13666,84200.0
13667,177200.0
13668,135400.0
13669,300000.0
13670,195500.0
13671,95000.0
13672,500001.0
13673,150200.0
13674,95200.0
13675,161900.0
13676,212500.0
13677,230600.0
13678,450000.0
13679,500001.0
13680,101800.0
13681,126400.0
13682,143500.0
13683,175100.0
13684,191900.0
13685,123300.0
13686,117200.0
13687,335000.0
13688,63300.0
13689,108200.0
13690,316900.0
13691,308500.0
13692,95600.0
13693,217700.0
13694,177000.0
13695,52000.0
13696,157300.0
13697,72500.0
13698,187500.0
13699,156500.0
13700,167100.0
13701,322200.0
13702,112500.0
13703,213500.0
13704,171900.0
13705,75000.0
13706,79200.0
13707,305200.0
13708,183100.0
13709,253500.0
13710,108900.0
13711,404500.0
13712,192300.0
13713,112500.0
13714,161000.0
13715,500001.0
13716,500000.0
13717,242600.0
13718,297200.0
13719,259500.0
13720,212500.0
13721,350000.0
13722,429200.0
13723,173400.0
13724,452800.0
13725,351300.0
13726,260400.0
13727,75200.0
13728,500001.0
13729,190400.0
13730,500001.0
13731,263900.0
13732,141800.0
13733,392700.0
13734,100000.0
13735,289600.0
13736,315000.0
13737,263800.0
13738,237500.0
13739,249000.0
13740,216700.0
13741,157300.0
13742,156500.0
13743,252700.0
13744,85700.0
13745,162800.0
13746,49300.0
13747,187500.0
13748,158300.0
13749,309400.0
13750,186900.0
13751,176600.0
13752,293200.0
13753,476400.0
13754,150000.0
13755,155300.0
13756,47500.0
13757,130700.0
13758,242100.0
13759,47500.0
13760,286600.0
13761,105100.0
13762,62000.0
13763,63500.0
13764,262100.0
13765,119100.0
13766,249400.0
13767,244500.0
13768,182700.0
13769,281200.0
13770,103500.0
13771,102200.0
13772,262500.0
13773,330100.0
13774,243900.0
13775,133500.0
13776,218800.0
13777,294100.0
13778,395100.0
13779,126200.0
13780,100000.0
13781,173200.0
13782,210700.0
13783,211300.0
13784,293500.0
13785,342800.0
13786,164900.0
13787,138300.0
13788,210400.0
13789,74800.0
13790,58800.0
13791,500001.0
13792,218000.0
13793,173900.0
13794,292200.0
13795,158800.0
13796,240700.0
13797,186300.0
13798,271900.0
13799,175300.0
13800,252800.0
13801,117800.0
13802,59300.0
13803,374200.0
13804,145200.0
13805,500001.0
13806,174000.0
13807,317700.0
13808,87500.0
13809,239000.0
13810,180900.0
13811,261100.0
13812,141300.0
13813,100000.0
13814,90300.0
13815,250000.0
13816,202800.0
13817,258300.0
13818,68800.0
13819,105700.0
13820,120100.0
13821,350000.0
13822,84700.0
13823,72600.0
13824,198400.0
13825,333300.0
13826,143800.0
13827,123600.0
13828,160300.0
13829,284500.0
13830,63800.0
13831,133900.0
13832,157000.0
13833,110900.0
13834,114800.0
13835,353300.0
13836,107500.0
13837,113100.0
13838,328900.0
13839,234600.0
13840,75000.0
13841,153000.0
13842,310500.0
13843,78200.0
13844,137500.0
13845,146900.0
13846,251000.0
13847,121300.0
13848,262500.0
13849,379100.0
13850,184300.0
13851,318400.0
13852,60200.0
13853,127700.0
13854,132000.0
13855,112100.0
13856,199200.0
13857,225000.0
13858,91900.0
13859,184000.0
13860,139700.0
13861,65200.0
13862,85100.0
13863,71100.0
13864,331200.0
13865,278700.0
13866,236500.0
13867,77000.0
13868,175000.0
13869,136100.0
13870,163900.0
13871,352800.0
13872,264900.0
13873,181200.0
13874,307000.0
13875,66800.0
13876,263300.0
13877,340100.0
13878,115200.0
13879,144600.0
13880,316800.0
13881,99200.0
13882,180900.0
13883,366800.0
13884,129900.0
13885,192000.0
13886,193800.0
13887,163900.0
13888,155700.0
13889,450000.0
13890,74100.0
13891,63600.0
13892,208600.0
13893,212100.0
13894,147200.0
13895,344200.0
13896,141700.0
13897,60300.0
13898,400000.0
13899,287600.0
13900,221300.0
13901,84200.0
13902,161700.0
13903,258300.0
13904,53800.0
13905,260500.0
13906,258600.0
13907,202100.0
13908,97800.0
13909,286600.0
13910,190600.0
13911,214500.0
13912,170200.0
13913,169300.0
13914,175000.0
13915,105100.0
13916,162100.0
13917,325000.0
13918,315100.0
13919,295800.0
13920,166700.0
13921,209300.0
13922,287500.0
13923,204500.0
13924,182000.0
13925,275600.0
13926,60000.0
13927,248700.0
13928,182800.0
13929,346400.0
13930,155700.0
13931,423200.0
13932,225000.0
13933,103600.0
13934,138200.0
13935,69600.0
13936,112200.0
13937,248900.0
13938,145000.0
13939,247200.0
13940,268800.0
13941,70500.0
13942,247300.0
13943,143200.0
13944,264000.0
13945,137500.0
13946,98300.0
13947,500001.0
13948,286000.0
13949,362200.0
13950,500001.0
13951,88800.0
13952,212100.0
13953,227900.0
13954,185100.0
13955,211700.0
13956,162500.0
13957,68300.0
13958,63500.0
13959,187500.0
13960,191100.0
13961,178000.0
13962,142900.0
13963,243500.0
13964,124300.0
13965,152100.0
13966,88400.0
13967,143700.0
13968,248400.0
13969,102900.0
13970,268300.0
13971,239300.0
13972,237200.0
13973,492000.0
13974,260100.0
13975,124700.0
13976,63300.0
13977,244600.0
13978,186800.0
13979,500001.0
13980,223600.0
13981,254400.0
13982,74000.0
13983,117900.0
13984,384600.0
13985,437500.0
13986,275000.0
13987,161200.0
13988,58400.0
13989,239100.0
13990,235700.0
13991,312200.0
13992,174300.0
13993,107000.0
13994,214200.0
13995,78700.0
13996,162500.0
13997,270100.0
13998,182100.0
13999,287900.0
14000,282500.0
14001,108800.0
14002,127300.0
14003,207600.0
14004,303000.0
14005,220000.0
14006,93200.0
14007,224900.0
14008,72900.0
14009,128200.0
14010,57500.0
14011,196400.0
14012,61400.0
14013,90500.0
14014,225600.0
14015,266000.0
14016,178000.0
14017,64400.0
14018,325000.0
14019,412500.0
14020,231300.0
14021,330600.0
14022,195600.0
14023,240800.0
14024,280400.0
14025,231200.0
14026,204500.0
14027,157600.0
14028,151800.0
14029,96600.0
14030,108700.0
14031,162800.0
14032,219300.0
14033,132700.0
14034,450800.0
14035,149600.0
14036,76600.0
14037,125400.0
14038,350200.0
14039,465800.0
14040,500001.0
14041,99800.0
14042,71300.0
14043,156100.0
14044,67500.0
14045,196800.0
14046,412500.0
14047,224900.0
14048,90200.0
14049,208100.0
14050,111400.0
14051,158900.0
14052,280600.0
14053,109200.0
14054,115000.0
14055,188000.0
14056,113600.0
14057,216700.0
14058,302200.0
14059,244700.0
14060,83900.0
14061,196900.0
14062,114900.0
14063,231000.0
14064,147600.0
14065,190100.0
14066,500001.0
14067,192100.0
14068,220500.0
14069,121400.0
14070,175000.0
14071,132200.0
14072,123000.0
14073,154200.0
14074,246900.0
14075,126400.0
14076,258500.0
14077,98300.0
14078,106300.0
14079,212500.0
14080,190300.0
14081,280000.0
14082,186200.0
14083,223800.0
14084,148800.0
14085,289400.0
14086,174400.0
14087,500001.0
14088,221600.0
14089,163500.0
14090,294300.0
14091,135700.0
14092,248100.0
14093,210000.0
14094,85000.0
14095,217900.0
14096,221300.0
14097,353800.0
14098,221000.0
14099,500001.0
14100,500001.0
14101,223900.0
14102,74300.0
14103,171400.0
14104,184800.0
14105,226300.0
14106,146400.0
14107,116700.0
14108,73100.0
14109,111300.0
14110,162500.0
14111,227600.0
14112,111700.0
14113,95200.0
14114,69900.0
14115,95800.0
14116,153100.0
14117,156000.0
14118,173100.0
14119,324200.0
14120,135600.0
14121,208800.0
14122,191800.0
14123,68100.0
14124,321500.0
14125,110500.0
14126,63900.0
14127,500001.0
14128,152900.0
14129,177800.0
14130,164500.0
14131,270200.0
14132,500001.0
14133,354200.0
14134,330000.0
14135,48300.0
14136,179900.0
14137,276000.0
14138,238700.0
14139,263900.0
14140,228600.0
14141,404500.0
14142,89600.0
14143,500001.0
14144,209100.0
14145,270800.0
14146,161000.0
14147,118100.0
14148,305000.0
14149,93400.0
14150,101500.0
14151,156800.0
14152,59600.0
14153,84800.0
14154,275000.0
14155,163000.0
14156,101400.0
14157,248200.0
14158,296600.0
14159,500001.0
14160,166300.0
14161,127400.0
14162,247500.0
14163,434700.0
14164,272800.0
14165,137200.0
14166,117300.0
14167,147300.0
14168,114800.0
14169,191700.0
14170,232100.0
14171,165100.0
14172,252400.0
14173,156300.0
14174,368500.0
14175,272900.0
14176,293300.0
14177,215700.0
14178,352700.0
14179,379800.0
14180,500001.0
14181,155300.0
14182,297200.0
14183,87500.0
14184,395100.0
14185,216900.0
14186,217500.0
14187,446200.0
14188,162500.0
14189,250300.0
14190,422400.0
14191,187300.0
14192,424600.0
14193,124000.0
14194,130100.0
14195,193800.0
14196,46700.0
14197,57300.0
14198,70100.0
14199,162500.0
14200,256000.0
14201,198700.0
14202,221200.0
14203,70600.0
14204,124000.0
14205,96100.0
14206,61200.0
14207,400000.0
14208,158800.0
14209,139200.0
14210,194600.0
14211,111300.0
14212,96200.0
14213,96600.0
14214,339300.0
14215,235900.0
14216,68900.0
14217,221300.0
14218,155500.0
14219,46900.0
14220,248200.0
14221,91900.0
14222,177500.0
14223,408500.0
14224,155000.0
14225,161800.0
14226,163900.0
14227,175000.0
14228,173800.0
14229,500001.0
14230,289100.0
14231,206800.0
14232,169400.0
14233,149700.0
14234,99600.0
14235,258200.0
14236,190300.0
14237,144300.0
14238,154200.0
14239,228100.0
14240,75000.0
14241,271900.0
14242,246300.0
14243,500001.0
14244,96000.0
14245,50800.0
14246,78200.0
14247,320900.0
14248,291700.0
14249,433300.0
14250,96500.0
14251,353200.0
14252,133900.0
14253,203000.0
14254,190900.0
14255,215800.0
14256,350000.0
14257,210900.0
14258,500001.0
14259,175000.0
14260,278000.0
14261,193400.0
14262,212000.0
14263,199800.0
14264,131000.0
14265,275000.0
14266,188700.0
14267,183300.0
14268,382500.0
14269,183700.0
14270,112500.0
14271,143100.0
14272,156600.0
14273,72400.0
14274,455400.0
14275,195400.0
14276,420000.0
14277,160000.0
14278,199000.0
14279,98600.0
14280,439100.0
14281,314100.0
14282,115400.0
14283,307600.0
14284,177300.0
14285,200000.0
14286,472800.0
14287,498700.0
14288,154700.0
14289,282300.0
14290,394600.0
14291,124200.0
14292,174900.0
14293,93000.0
14294,500001.0
14295,333700.0
14296,87900.0
14297,111200.0
14298,346200.0
14299,199600.0
14300,124300.0
14301,101100.0
14302,83000.0
14303,410000.0
14304,212500.0
14305,108300.0
14306,90000.0
14307,90600.0
14308,91300.0
14309,225200.0
14310,132200.0
14311,90000.0
14312,172500.0
14313,252300.0
14314,174800.0
14315,417900.0
14316,327300.0
14317,55000.0
14318,118800.0
14319,191000.0
14320,170800.0
14321,139700.0
14322,339400.0
14323,110400.0
14324,500001.0
14325,340700.0
14326,150700.0
14327,62300.0
14328,184000.0
14329,90800.0
14330,155300.0
14331,187800.0
14332,94600.0
14333,211100.0
14334,170800.0
14335,162500.0
14336,81600.0
14337,103100.0
14338,150700.0
14339,365900.0
14340,163300.0
14341,179100.0
14342,400000.0
14343,56000.0
14344,144400.0
14345,350000.0
14346,153100.0
14347,95300.0
14348,87500.0
14349,222500.0
14350,179200.0
14351,106400.0
14352,52500.0
14353,200000.0
14354,57800.0
14355,95000.0
14356,248100.0
14357,261600.0
14358,238400.0
14359,43300.0
14360,227300.0
14361,255700.0
14362,51300.0
14363,45500.0
14364,258100.0
14365,131000.0
14366,106300.0
14367,500001.0
14368,360700.0
14369,205200.0
14370,221100.0
14371,72500.0
14372,164600.0
14373,86500.0
14374,242000.0
14375,432200.0
14376,99300.0
14377,150000.0
14378,130600.0
14379,500001.0
14380,147400.0
14381,99500.0
14382,246000.0
14383,212500.0
14384,276400.0
14385,327500.0
14386,223400.0
14387,225000.0
14388,500001.0
14389,500000.0
14390,178900.0
14391,298600.0
14392,72700.0
14393,274700.0
14394,420800.0
14395,275000.0
14396,218900.0
14397,450000.0
14398,179100.0
14399,244200.0
14400,500001.0
14401,215000.0
14402,264200.0
14403,300000.0
14404,53000.0
14405,375700.0
14406,126900.0
14407,99600.0
14408,156300.0
14409,225600.0
14410,102500.0
14411,500001.0
14412,360500.0
14413,165900.0
14414,401800.0
14415,95800.0
14416,312500.0
14417,181300.0
14418,280600.0
14419,200000.0
14420,108600.0
14421,132800.0
14422,296200.0
14423,117400.0
14424,121800.0
14425,160400.0
14426,238300.0
14427,288100.0
14428,151900.0
14429,56900.0
14430,173400.0
14431,96200.0
14432,283500.0
14433,95300.0
14434,227100.0
14435,167400.0
14436,91200.0
14437,224400.0
14438,103500.0
14439,175000.0
14440,387500.0
14441,170800.0
14442,162100.0
14443,50600.0
14444,140300.0
14445,190700.0
14446,268100.0
14447,178000.0
14448,132600.0
14449,137500.0
14450,108300.0
14451,165600.0
14452,170800.0
14453,188000.0
14454,178400.0
14455,187100.0
14456,344200.0
14457,93600.0
14458,115200.0
14459,466700.0
14460,212500.0
14461,181000.0
14462,293500.0
14463,77100.0
14464,368700.0
14465,231800.0
14466,187100.0
14467,204800.0
14468,64900.0
14469,137500.0
14470,253200.0
14471,221200.0
14472,108500.0
14473,107600.0
14474,376700.0
14475,97400.0
14476,254500.0
14477,304100.0
14478,62700.0
14479,265300.0
14480,250000.0
14481,247700.0
14482,275000.0
14483,323500.0
14484,200000.0
14485,174000.0
14486,56600.0
14487,104400.0
14488,141100.0
14489,79400.0
14490,122200.0
14491,215700.0
14492,47500.0
14493,226500.0
14494,410800.0
14495,112500.0
14496,100000.0
14497,167800.0
14498,112100.0
14499,127900.0
14500,286500.0
14501,131700.0
14502,268500.0
14503,292900.0
14504,279900.0
14505,105500.0
14506,278400.0
14507,145800.0
14508,177100.0
14509,230000.0
14510,442900.0
14511,158100.0
14512,177500.0
14513,110900.0
14514,272000.0
14515,140600.0
14516,130800.0
14517,270000.0
14518,224100.0
14519,225400.0
14520,204600.0
14521,54600.0
14522,162500.0
14523,450000.0
14524,243100.0
14525,181800.0
14526,170300.0
14527,382200.0
14528,98900.0
14529,270600.0
14530,262200.0
14531,137500.0
14532,120000.0
14533,43900.0
14534,69500.0
14535,103100.0
14536,66900.0
14537,217400.0
14538,184400.0
14539,211600.0
14540,372000.0
14541,130100.0
14542,262000.0
14543,79800.0
14544,194900.0
14545,103400.0
14546,125000.0
14547,106300.0
14548,134700.0
14549,110900.0
14550,241700.0
14551,68400.0
14552,118800.0
14553,118800.0
14554,339700.0
14555,135000.0
14556,208100.0
14557,84100.0
14558,62000.0
14559,157500.0
14560,203400.0
14561,160900.0
14562,218800.0
14563,111900.0
14564,128600.0
14565,360800.0
14566,217100.0
14567,312700.0
14568,83100.0
14569,214900.0
14570,225000.0
14571,374100.0
14572,183600.0
14573,151500.0
14574,500001.0
14575,193800.0
14576,144800.0
14577,57500.0
14578,172200.0
14579,163200.0
14580,500001.0
14581,93200.0
14582,216700.0
14583,106300.0
14584,240800.0
14585,500001.0
14586,260000.0
14587,186200.0
14588,185800.0
14589,314700.0
14590,60000.0
14591,137500.0
14592,97800.0
14593,327300.0
14594,290500.0
14595,157600.0
14596,123000.0
14597,146000.0
14598,388300.0
14599,84600.0
14600,188200.0
14601,81900.0
14602,339600.0
14603,160400.0
14604,135900.0
14605,92600.0
14606,55300.0
14607,118300.0
14608,211600.0
14609,112500.0
14610,145900.0
14611,94400.0
14612,103000.0
14613,94400.0
14614,187500.0
14615,207100.0
14616,208300.0
14617,255900.0
14618,48100.0
14619,90400.0
14620,212600.0
14621,190500.0
14622,131100.0
14623,225600.0
14624,187800.0
14625,183900.0
14626,211100.0
14627,125000.0
14628,172400.0
14629,252600.0
14630,219300.0
14631,153500.0
14632,48500.0
14633,239200.0
14634,380000.0
14635,351800.0
14636,279500.0
14637,168800.0
14638,65700.0
14639,68200.0
14640,248200.0
14641,450000.0
14642,159100.0
14643,69400.0
14644,308700.0
14645,192600.0
14646,229600.0
14647,120100.0
14648,500001.0
14649,85300.0
14650,358700.0
14651,69100.0
14652,112500.0
14653,222500.0
14654,118100.0
14655,229200.0
14656,259300.0
14657,287500.0
14658,184600.0
14659,81100.0
14660,229800.0
14661,166700.0
14662,250800.0
14663,92800.0
14664,500001.0
14665,354700.0
14666,87500.0
14667,55400.0
14668,167400.0
14669,143300.0
14670,313900.0
14671,500001.0
14672,144300.0
14673,52500.0
14674,54400.0
14675,86200.0
14676,142600.0
14677,117900.0
14678,233600.0
14679,500001.0
14680,123700.0
14681,267400.0
14682,113400.0
14683,171800.0
14684,159200.0
14685,235200.0
14686,165000.0
14687,70100.0
14688,181900.0
14689,69700.0
14690,81100.0
14691,397000.0
14692,180400.0
14693,193800.0
14694,73500.0
14695,213100.0
14696,158300.0
14697,168600.0
14698,183800.0
14699,446600.0
14700,204300.0
14701,180800.0
14702,122900.0
14703,233900.0
14704,500001.0
14705,206700.0
14706,454400.0
14707,425800.0
14708,65400.0
14709,179700.0
14710,181900.0
14711,94300.0
14712,62100.0
14713,230400.0
14714,147800.0
14715,250400.0
14716,215400.0
14717,177500.0
14718,500001.0
14719,230800.0
14720,42500.0
14721,89800.0
14722,165200.0
14723,168200.0
14724,292900.0
14725,186000.0
14726,225800.0
14727,345600.0
14728,231400.0
14729,239000.0
14730,243800.0
14731,204000.0
14732,398800.0
14733,273100.0
14734,225000.0
14735,132400.0
14736,137500.0
14737,208800.0
14738,357300.0
14739,500001.0
14740,161900.0
14741,238600.0
14742,93400.0
14743,285200.0
14744,93000.0
14745,140400.0
14746,188500.0
14747,351600.0
14748,126800.0
14749,151700.0
14750,194300.0
14751,67000.0
14752,183000.0
14753,262100.0
14754,220800.0
14755,272900.0
14756,74500.0
14757,125000.0
14758,170000.0
14759,166700.0
14760,129200.0
14761,247600.0
14762,318500.0
14763,96900.0
14764,117000.0
14765,200000.0
14766,183600.0
14767,150000.0
14768,125200.0
14769,298400.0
14770,169800.0
14771,164600.0
14772,430000.0
14773,80400.0
14774,117000.0
14775,93800.0
14776,105200.0
14777,242500.0
14778,160300.0
14779,116100.0
14780,254200.0
14781,252600.0
14782,60000.0
14783,160300.0
14784,191700.0
14785,243300.0
14786,118800.0
14787,158300.0
14788,144000.0
14789,330700.0
14790,430100.0
14791,268100.0
14792,73000.0
14793,119300.0
14794,166100.0
14795,302500.0
14796,236100.0
14797,173200.0
14798,104200.0
14799,122800.0
14800,115600.0
14801,193000.0
14802,151900.0
14803,174000.0
14804,85400.0
14805,140600.0
14806,315900.0
14807,175000.0
14808,258900.0
14809,295600.0
14810,255900.0
14811,113700.0
14812,273700.0
14813,86400.0
14814,113400.0
14815,256600.0
14816,500001.0
14817,118700.0
14818,190800.0
14819,230300.0
14820,378300.0
14821,243000.0
14822,93900.0
14823,43900.0
14824,265200.0
14825,78900.0
14826,500001.0
14827,362700.0
14828,500001.0
14829,147100.0
14830,235700.0
14831,240000.0
14832,154200.0
14833,88800.0
14834,69100.0
14835,134500.0
14836,206100.0
14837,208900.0
14838,95100.0
14839,183900.0
14840,247400.0
14841,500001.0
14842,233300.0
14843,118800.0
14844,273000.0
14845,131900.0
14846,217100.0
14847,500001.0
14848,119800.0
14849,266400.0
14850,61200.0
14851,185300.0
14852,500001.0
14853,117400.0
14854,65600.0
14855,240900.0
14856,216700.0
14857,412500.0
14858,158500.0
14859,118300.0
14860,264900.0
14861,156300.0
14862,281600.0
14863,249500.0
14864,95300.0
14865,66100.0
14866,222700.0
14867,164100.0
14868,87200.0
14869,108600.0
14870,294400.0
14871,235400.0
14872,148600.0
14873,241000.0
14874,134400.0
14875,126000.0
14876,101300.0
14877,179000.0
14878,375000.0
14879,135500.0
14880,146100.0
14881,142900.0
14882,42700.0
14883,120000.0
14884,269600.0
14885,279300.0
14886,71200.0
14887,188300.0
14888,106500.0
14889,231300.0
14890,55000.0
14891,230200.0
14892,151600.0
14893,258300.0
14894,380400.0
14895,295200.0
14896,183100.0
14897,500001.0
14898,343200.0
14899,88000.0
14900,223000.0
14901,141000.0
14902,63700.0
14903,121500.0
14904,264000.0
14905,198700.0
14906,169500.0
14907,337400.0
14908,63900.0
14909,500001.0
14910,103800.0
14911,225000.0
14912,120000.0
14913,118100.0
14914,92200.0
14915,268300.0
14916,304100.0
14917,100900.0
14918,149100.0
14919,167500.0
14920,156500.0
14921,162500.0
14922,262500.0
14923,98300.0
14924,483300.0
14925,137300.0
14926,110100.0
14927,211500.0
14928,227000.0
14929,162800.0
14930,150500.0
14931,288900.0
14932,273800.0
14933,120800.0
14934,225000.0
14935,356000.0
14936,132200.0
14937,150000.0
14938,83700.0
14939,215200.0
14940,45000.0
14941,194900.0
14942,394100.0
14943,322600.0
14944,264200.0
14945,63700.0
14946,116100.0
14947,143100.0
14948,53000.0
14949,146400.0
14950,248900.0
14951,187500.0
14952,220000.0
14953,190600.0
14954,85700.0
14955,325400.0
14956,338700.0
14957,93200.0
14958,233900.0
14959,49800.0
14960,235600.0
14961,114100.0
14962,105500.0
14963,238900.0
14964,388100.0
14965,199900.0
14966,463700.0
14967,290000.0
14968,316700.0
14969,68500.0
14970,241400.0
14971,246300.0
14972,231300.0
14973,262000.0
14974,227700.0
14975,169000.0
14976,425500.0
14977,169600.0
14978,398800.0
14979,230600.0
14980,107500.0
14981,67500.0
14982,60300.0
14983,98600.0
14984,129200.0
14985,270100.0
14986,65000.0
14987,350000.0
14988,214300.0
14989,286900.0
14990,271300.0
14991,129300.0
14992,351400.0
14993,198100.0
14994,68200.0
14995,224700.0
14996,200000.0
14997,222800.0
14998,168300.0
14999,88300.0
15000,66000.0
15001,332800.0
15002,255900.0
15003,500001.0
15004,104600.0
15005,255200.0
15006,195800.0
15007,93800.0
15008,219600.0
15009,175800.0
15010,200000.0
15011,116700.0
15012,500001.0
15013,311100.0
15014,264900.0
15015,500001.0
15016,226500.0
15017,313300.0
15018,230800.0
15019,142300.0
15020,142800.0
15021,137000.0
15022,355100.0
15023,87100.0
15024,183300.0
15025,440900.0
15026,153300.0
15027,140600.0
15028,131900.0
15029,107000.0
15030,224700.0
15031,179200.0
15032,62300.0
15033,114100.0
15034,248500.0
15035,158700.0
15036,151000.0
15037,82100.0
15038,189000.0
15039,144200.0
15040,139200.0
15041,231400.0
15042,181500.0
15043,185000.0
15044,92600.0
15045,266200.0
15046,232800.0
15047,76800.0
15048,103400.0
15049,142500.0
15050,88100.0
15051,45000.0
15052,211400.0
15053,140100.0
15054,128100.0
15055,163500.0
15056,60200.0
15057,141600.0
15058,135000.0
15059,157700.0
15060,500001.0
15061,399700.0
15062,168300.0
15063,252800.0
15064,362800.0
15065,224100.0
15066,277000.0
15067,215400.0
15068,85100.0
15069,141300.0
15070,68900.0
15071,124400.0
15072,390200.0
15073,201400.0
15074,287500.0
15075,376100.0
15076,158500.0
15077,172500.0
15078,60600.0
15079,294900.0
15080,43800.0
15081,301600.0
15082,140500.0
15083,43500.0
15084,202700.0
15085,163300.0
15086,182100.0
15087,132300.0
15088,332700.0
15089,157100.0
15090,228100.0
15091,228900.0
15092,300000.0
15093,137500.0
15094,80400.0
15095,500001.0
15096,120700.0
15097,185400.0
15098,132300.0
15099,200400.0
15100,22500.0
15101,111700.0
15102,410500.0
15103,433800.0
15104,200000.0
15105,101400.0
15106,232600.0
15107,197200.0
15108,140600.0
15109,206300.0
15110,364300.0
15111,172400.0
15112,356100.0
15113,129900.0
15114,291700.0
15115,14999.0
15116,166100.0
15117,164000.0
15118,239400.0
15119,119600.0
15120,100000.0
15121,335500.0
15122,67500.0
15123,301300.0
15124,95100.0
15125,269200.0
15126,325000.0
15127,201000.0
15128,307900.0
15129,112500.0
15130,200900.0
15131,146100.0
15132,85600.0
15133,126000.0
15134,170400.0
15135,111200.0
15136,100000.0
15137,201700.0
15138,185700.0
15139,213800.0
15140,251500.0
15141,54900.0
15142,192000.0
15143,92400.0
15144,220700.0
15145,261900.0
15146,198400.0
15147,72500.0
15148,218600.0
15149,219000.0
15150,225000.0
15151,172300.0
15152,74000.0
15153,292200.0
15154,204100.0
15155,321600.0
15156,147200.0
15157,167300.0
15158,288500.0
15159,74800.0
15160,164400.0
15161,320100.0
15162,130400.0
15163,430000.0
15164,348300.0
15165,393000.0
15166,500001.0
15167,105900.0
15168,72800.0
15169,161400.0
15170,233600.0
15171,134200.0
15172,246200.0
15173,434500.0
15174,187500.0
15175,71300.0
15176,100400.0
15177,283500.0
15178,115600.0
15179,137300.0
15180,305800.0
15181,111800.0
15182,135800.0
15183,157400.0
15184,234900.0
15185,170600.0
15186,280400.0
15187,167900.0
15188,450000.0
15189,400000.0
15190,61500.0
15191,175000.0
15192,186900.0
15193,224700.0
15194,248200.0
15195,499100.0
15196,145500.0
15197,361400.0
15198,364700.0
15199,136900.0
15200,324000.0
15201,195700.0
15202,92400.0
15203,131600.0
15204,199500.0
15205,162100.0
15206,71900.0
15207,149500.0
15208,89700.0
15209,172900.0
15210,270000.0
15211,75000.0
15212,105400.0
15213,114200.0
15214,500001.0
15215,249500.0
15216,86000.0
15217,139300.0
15218,376200.0
15219,130000.0
15220,333300.0
15221,362700.0
15222,225000.0
15223,122500.0
15224,137500.0
15225,85700.0
15226,215100.0
15227,89200.0
15228,139100.0
15229,62800.0
15230,231800.0
15231,102900.0
15232,113300.0
15233,302600.0
15234,425000.0
15235,360600.0
15236,84500.0
15237,126900.0
15238,349300.0
15239,485000.0
15240,310600.0
15241,122500.0
15242,436800.0
15243,325900.0
15244,181000.0
15245,231700.0
15246,217800.0
15247,229000.0
15248,422800.0
15249,400000.0
15250,126700.0
15251,64900.0
15252,217100.0
15253,388300.0
15254,144100.0
15255,106700.0
15256,276000.0
15257,196500.0
15258,450000.0
15259,314700.0
15260,67000.0
15261,160800.0
15262,342200.0
15263,65400.0
15264,228600.0
15265,225800.0
15266,43800.0
15267,125000.0
15268,153100.0
15269,162500.0
15270,327700.0
15271,225800.0
